* Measurement data measured by REW V5,19
* Source: Input device not selected, no input selected, L, volume: no control
* Format: 8192-point spectrum using Hann window and no averaging 
* Dated: 16-jun-2021 13:04:44
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 8192-point spectrum using Hann window and no averaging Input RMS 107,4 dB, 105,9 dBC, 107,5 dBA
* Measurement: jun 16 13:04:44
* Smoothing: 1/48 octave
* Frequency Step: 5.859375 Hz
* Start Frequency: 10.0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
4851.562 81.851 0
4857.422 81.906 0
4863.281 81.993 0
4869.141 82.106 0
4875.000 82.240 0
4880.859 82.391 0
4886.719 82.557 0
4892.578 82.736 0
4898.438 82.927 0
4904.297 83.128 0
4910.156 83.338 0
4916.016 83.550 0
4921.875 83.757 0
4927.734 83.947 0
4933.594 84.110 0
4939.453 84.234 0
4945.312 84.309 0
4951.172 84.327 0
4957.031 84.283 0
4962.891 84.175 0
4968.750 84.005 0
4974.609 83.777 0
4980.469 83.498 0
4986.328 83.179 0
4992.188 82.831 0
4998.047 82.469 0
5003.906 82.106 0
5009.766 81.759 0
5015.625 81.442 0
5021.484 81.167 0
5027.344 80.947 0
5033.203 80.790 0
5039.062 80.700 0
5044.922 80.678 0
5050.781 80.720 0
5056.641 80.817 0
5062.500 80.956 0
5068.359 81.123 0
5074.219 81.301 0
5080.078 81.476 0
5085.938 81.634 0
5091.797 81.764 0
5097.656 81.857 0
5103.516 81.905 0
5109.375 81.907 0
5115.234 81.861 0
5121.094 81.769 0
5126.953 81.635 0
5132.812 81.465 0
5138.672 81.266 0
5144.531 81.048 0
5150.391 80.818 0
5156.250 80.584 0
5162.109 80.352 0
5167.969 80.129 0
5173.828 79.919 0
5179.688 79.723 0
5185.547 79.543 0
5191.406 79.379 0
5197.266 79.230 0
5203.125 79.094 0
5208.984 78.970 0
5214.844 78.856 0
5220.703 78.749 0
5226.562 78.650 0
5232.422 78.557 0
5238.281 78.472 0
5244.141 78.394 0
5250.000 78.326 0
5255.859 78.270 0
5261.719 78.227 0
5267.578 78.200 0
5273.438 78.192 0
5279.297 78.202 0
5285.156 78.233 0
5291.016 78.282 0
5296.875 78.349 0
5302.734 78.431 0
5308.594 78.523 0
5314.453 78.622 0
5320.312 78.725 0
5326.172 78.829 0
5332.031 78.932 0
5337.891 79.032 0
5343.750 79.127 0
5349.609 79.216 0
5355.469 79.296 0
5361.328 79.364 0
5367.188 79.417 0
5373.047 79.452 0
5378.906 79.466 0
5384.766 79.458 0
5390.625 79.427 0
5396.484 79.373 0
5402.344 79.297 0
5408.203 79.203 0
5414.062 79.093 0
5419.922 78.973 0
5425.781 78.846 0
5431.641 78.717 0
5437.500 78.591 0
5443.359 78.472 0
5449.219 78.361 0
5455.078 78.262 0
5460.938 78.175 0
5466.797 78.102 0
5472.656 78.042 0
5478.516 77.995 0
5484.375 77.962 0
5490.234 77.940 0
5496.094 77.930 0
5501.953 77.927 0
5507.812 77.932 0
5513.672 77.940 0
5519.531 77.951 0
5525.391 77.962 0
5531.250 77.971 0
5537.109 77.980 0
5542.969 77.986 0
5548.828 77.991 0
5554.688 77.996 0
5560.547 78.000 0
5566.406 78.007 0
5572.266 78.017 0
5578.125 78.033 0
5583.984 78.059 0
5589.844 78.095 0
5595.703 78.147 0
5601.562 78.216 0
5607.422 78.303 0
5613.281 78.409 0
5619.141 78.529 0
5625.000 78.661 0
5630.859 78.796 0
5636.719 78.926 0
5642.578 79.045 0
5648.438 79.143 0
5654.297 79.213 0
5660.156 79.249 0
5666.016 79.249 0
5671.875 79.207 0
5677.734 79.125 0
5683.594 79.002 0
5689.453 78.839 0
5695.312 78.640 0
5701.172 78.406 0
5707.031 78.144 0
5712.891 77.858 0
5718.750 77.555 0
5724.609 77.246 0
5730.469 76.940 0
5736.328 76.648 0
5742.188 76.385 0
5748.047 76.163 0
5753.906 75.990 0
5759.766 75.874 0
5765.625 75.816 0
5771.484 75.812 0
5777.344 75.853 0
5783.203 75.927 0
5789.062 76.022 0
5794.922 76.123 0
5800.781 76.219 0
5806.641 76.300 0
5812.500 76.359 0
5818.359 76.389 0
5824.219 76.389 0
5830.078 76.357 0
5835.938 76.293 0
5841.797 76.198 0
5847.656 76.078 0
5853.516 75.935 0
5859.375 75.776 0
5865.234 75.604 0
5871.094 75.424 0
5876.953 75.243 0
5882.812 75.063 0
5888.672 74.889 0
5894.531 74.724 0
5900.391 74.570 0
5906.250 74.430 0
5912.109 74.308 0
5917.969 74.208 0
5923.828 74.131 0
5929.688 74.083 0
5935.547 74.064 0
5941.406 74.077 0
5947.266 74.121 0
5953.125 74.194 0
5958.984 74.292 0
5964.844 74.410 0
5970.703 74.540 0
5976.562 74.677 0
5982.422 74.814 0
5988.281 74.944 0
5994.141 75.062 0
6000.000 75.165 0
6005.859 75.249 0
6011.719 75.312 0
6017.578 75.354 0
6023.438 75.374 0
6029.297 75.374 0
6035.156 75.355 0
6041.016 75.320 0
6046.875 75.272 0
6052.734 75.216 0
6058.594 75.155 0
6064.453 75.094 0
6070.312 75.035 0
6076.172 74.982 0
6082.031 74.933 0
6087.891 74.890 0
6093.750 74.850 0
6099.609 74.811 0
6105.469 74.767 0
6111.328 74.717 0
6117.188 74.657 0
6123.047 74.584 0
6128.906 74.498 0
6134.766 74.399 0
6140.625 74.291 0
6146.484 74.177 0
6152.344 74.062 0
6158.203 73.952 0
6164.062 73.853 0
6169.922 73.769 0
6175.781 73.704 0
6181.641 73.658 0
6187.500 73.631 0
6193.359 73.618 0
6199.219 73.615 0
6205.078 73.615 0
6210.938 73.613 0
6216.797 73.603 0
6222.656 73.580 0
6228.516 73.541 0
6234.375 73.484 0
6240.234 73.410 0
6246.094 73.320 0
6251.953 73.217 0
6257.812 73.105 0
6263.672 72.988 0
6269.531 72.873 0
6275.391 72.763 0
6281.250 72.666 0
6287.109 72.584 0
6292.969 72.523 0
6298.828 72.482 0
6304.688 72.465 0
6310.547 72.470 0
6316.406 72.496 0
6322.266 72.539 0
6328.125 72.597 0
6333.984 72.665 0
6339.844 72.740 0
6345.703 72.817 0
6351.562 72.892 0
6357.422 72.962 0
6363.281 73.022 0
6369.141 73.070 0
6375.000 73.103 0
6380.859 73.118 0
6386.719 73.113 0
6392.578 73.087 0
6398.438 73.038 0
6404.297 72.968 0
6410.156 72.877 0
6416.016 72.767 0
6421.875 72.641 0
6427.734 72.503 0
6433.594 72.356 0
6439.453 72.206 0
6445.312 72.057 0
6451.172 71.916 0
6457.031 71.788 0
6462.891 71.677 0
6468.750 71.589 0
6474.609 71.525 0
6480.469 71.490 0
6486.328 71.484 0
6492.188 71.508 0
6498.047 71.559 0
6503.906 71.635 0
6509.766 71.733 0
6515.625 71.848 0
6521.484 71.976 0
6527.344 72.112 0
6533.203 72.253 0
6539.062 72.394 0
6544.922 72.533 0
6550.781 72.668 0
6556.641 72.798 0
6562.500 72.920 0
6568.359 73.036 0
6574.219 73.143 0
6580.078 73.241 0
6585.938 73.330 0
6591.797 73.408 0
